country,country_code,year,sector_level,sector_code,sector,gas,unit,emissions_mt
Slovenia,SVN,2011,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,19.695231
Slovenia,SVN,2012,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,19.062046
Slovenia,SVN,2013,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,18.360926
Slovenia,SVN,2014,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,16.703295
Slovenia,SVN,2015,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,16.900644
Slovenia,SVN,2016,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,17.798044
Slovenia,SVN,2017,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,17.896274
Slovenia,SVN,2018,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,17.744899
Slovenia,SVN,2019,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,17.235209
Slovenia,SVN,2020,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,15.994532
Slovenia,SVN,2021,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,16.149772
Slovenia,SVN,2022,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,15.65504
Slovenia,SVN,2023,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,14.870193
Slovenia,SVN,2024,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,15.483806
Spain,ESP,2000,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,384.036625
Spain,ESP,2001,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,383.05837
Spain,ESP,2002,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,401.645892
Spain,ESP,2003,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,408.962239
Spain,ESP,2004,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,424.761776
Spain,ESP,2005,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,439.883284
Spain,ESP,2006,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,433.918648
Spain,ESP,2007,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,444.090222
Spain,ESP,2008,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,411.008422
Spain,ESP,2009,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,372.450511
Spain,ESP,2010,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,357.443873
Spain,ESP,2011,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,355.847296
Spain,ESP,2012,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,347.734436
Spain,ESP,2013,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,321.169579
Spain,ESP,2014,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,320.939515
Spain,ESP,2015,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,332.237396
Spain,ESP,2016,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,320.970868
Spain,ESP,2017,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,334.151794
Spain,ESP,2018,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,328.702288
Spain,ESP,2019,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,310.260866
Spain,ESP,2020,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,271.714873
Spain,ESP,2021,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,288.519568
Spain,ESP,2022,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,292.349954
Spain,ESP,2023,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,269.968942
Spain,ESP,2024,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,267.707365
Sweden,SWE,2000,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,68.101736
Sweden,SWE,2001,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,68.870136
Sweden,SWE,2002,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,69.487768
Sweden,SWE,2003,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,69.819668
Sweden,SWE,2004,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,69.159324
Sweden,SWE,2005,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,66.252029
Sweden,SWE,2006,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,65.899459
Sweden,SWE,2007,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,64.740042
Sweden,SWE,2008,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,62.349705
Sweden,SWE,2009,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,58.12545
Sweden,SWE,2010,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,64.113922
Sweden,SWE,2011,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,59.736296
Sweden,SWE,2012,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,56.822586
Sweden,SWE,2013,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,55.201663
Sweden,SWE,2014,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,53.458036
Sweden,SWE,2015,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,53.250646
Sweden,SWE,2016,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,53.160798
Sweden,SWE,2017,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,52.248974
Sweden,SWE,2018,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,51.430252
Sweden,SWE,2019,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,50.191095
Sweden,SWE,2020,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,45.96861
Sweden,SWE,2021,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,47.711199
Sweden,SWE,2022,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,45.168037
Sweden,SWE,2023,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,44.23357
Sweden,SWE,2024,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,47.493655
Switzerland,CHE,2000,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,54.001881
Switzerland,CHE,2001,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,55.511636
Switzerland,CHE,2002,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,53.936786
Switzerland,CHE,2003,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,54.978927
Switzerland,CHE,2004,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,55.560203
Switzerland,CHE,2005,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,56.229781
Switzerland,CHE,2006,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,55.846641
Switzerland,CHE,2007,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,53.93812
Switzerland,CHE,2008,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,55.314115
Switzerland,CHE,2009,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,53.842482
Switzerland,CHE,2010,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,55.437001
Switzerland,CHE,2011,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,51.283119
Switzerland,CHE,2012,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,52.665319
Switzerland,CHE,2013,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,53.466994
Switzerland,CHE,2014,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,49.510614
Switzerland,CHE,2015,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,48.992023
Switzerland,CHE,2016,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,49.350085
Switzerland,CHE,2017,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,48.43314
Switzerland,CHE,2018,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,46.881763
Switzerland,CHE,2019,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,46.644668
Switzerland,CHE,2020,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,43.988548
Switzerland,CHE,2021,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,45.30165
Switzerland,CHE,2022,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,41.726442
Switzerland,CHE,2023,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,40.672183
Switzerland,CHE,2024,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,40.111045
Türkiye,TUR,2000,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,307.517105
Türkiye,TUR,2001,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,288.657283
Türkiye,TUR,2002,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,293.468154
Türkiye,TUR,2003,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,313.18906
Türkiye,TUR,2004,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,322.742176
Türkiye,TUR,2005,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,345.774781
Türkiye,TUR,2006,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,366.223452
Türkiye,TUR,2007,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,400.094458
Türkiye,TUR,2008,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,395.90648
Türkiye,TUR,2009,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,402.610488
Türkiye,TUR,2010,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,406.407214
Türkiye,TUR,2011,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,435.848879
Türkiye,TUR,2012,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,456.251076
Türkiye,TUR,2013,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,448.451162
Türkiye,TUR,2014,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,467.343993
Türkiye,TUR,2015,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,483.932016
Türkiye,TUR,2016,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,508.281987
Türkiye,TUR,2017,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,535.157745
Türkiye,TUR,2018,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,533.467386
Türkiye,TUR,2019,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,518.741187
Türkiye,TUR,2020,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,533.962987
Türkiye,TUR,2021,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,575.293158
Türkiye,TUR,2022,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,561.294062
Türkiye,TUR,2023,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,555.15809
Türkiye,TUR,2024,total,Sectors/Totals_excl,Total (excl. LULUCF),All GHGs,Mt CO2 eq.,584.521339
